Term	Gene
Endothelial_cells	LNX2
Endothelial_cells	LOXL2
Endothelial_cells	LPAR4
Endothelial_cells	LPAR6
Endothelial_cells	LRP8
Endothelial_cells	LRRC32
Endothelial_cells	LRRK1
Endothelial_cells	LSR
Endothelial_cells	LTBP4
Endothelial_cells	LUZP1
Endothelial_cells	LXN
Endothelial_cells	LY6A
Endothelial_cells	LY6C1
Endothelial_cells	LY6E
Endothelial_cells	LY75
Endothelial_cells	LYPLA1
Endothelial_cells	LYSMD3
Endothelial_cells	LZTS1
Endothelial_cells	MADCAM1
Endothelial_cells	MAGI3
Endothelial_cells	MAGIX
Endothelial_cells	MAL
Endothelial_cells	MALL
Endothelial_cells	MAN2A1
Endothelial_cells	MANNR
Endothelial_cells	MANSC1
Endothelial_cells	MAOA
Endothelial_cells	MAP3K1
Endothelial_cells	MAP3K8
Endothelial_cells	MAP4K2
Endothelial_cells	MAPK12
Endothelial_cells	MARVELD2
Endothelial_cells	MCAM
Endothelial_cells	MCC
Endothelial_cells	MCF2L
Endothelial_cells	MDFIC
Endothelial_cells	MECOM
Endothelial_cells	MECOMOS
Endothelial_cells	MED9
Endothelial_cells	MEGF6
Endothelial_cells	MEOX1
Endothelial_cells	MESDC1
Endothelial_cells	MFNG
Endothelial_cells	MFSD2A
Endothelial_cells	MGP
Endothelial_cells	MGST1
Endothelial_cells	MICA
Endothelial_cells	MIER1
Endothelial_cells	MKL2
Endothelial_cells	MLKL
Endothelial_cells	MMP25
Endothelial_cells	MMP28
Endothelial_cells	MMRN1
Endothelial_cells	MMRN2
Endothelial_cells	MMU-MIR-703
Endothelial_cells	MOCOS
Endothelial_cells	MOSPD1
Endothelial_cells	MPP7
Endothelial_cells	MPRIP
Endothelial_cells	MPZL1
Endothelial_cells	MRVI1
Endothelial_cells	MSN
Endothelial_cells	MSRB3
Endothelial_cells	MSX1
Endothelial_cells	MSX3
Endothelial_cells	MTPAP
Endothelial_cells	MT-TF
Endothelial_cells	MT-TS2
Endothelial_cells	MT-TV
Endothelial_cells	MTUS1
Endothelial_cells	MUC13
Endothelial_cells	MUSTN1
Endothelial_cells	MYCT1
Endothelial_cells	MYH10
Endothelial_cells	MYH11
Endothelial_cells	MYH9
Endothelial_cells	MYL12A
Endothelial_cells	MYL12B
Endothelial_cells	MYL6
Endothelial_cells	MYL9
Endothelial_cells	MYLK
Endothelial_cells	MYO10
Endothelial_cells	MYO1B
Endothelial_cells	MYO1C
Endothelial_cells	MYO1D
Endothelial_cells	MYO1E
Endothelial_cells	MYOF
Endothelial_cells	N4BP3
Endothelial_cells	NAALAD2
Endothelial_cells	NACA2
Endothelial_cells	NAMPT
Endothelial_cells	NCK1
Endothelial_cells	NDNF
Endothelial_cells	NDRG1
Endothelial_cells	NDUFA4L2
Endothelial_cells	NEBL
Endothelial_cells	NEDD9
Endothelial_cells	NES
Endothelial_cells	NET1
Endothelial_cells	NEU3
Endothelial_cells	NFE2L2
Endothelial_cells	NFKBIA
Endothelial_cells	NHSL1
Endothelial_cells	NHSL2
Endothelial_cells	NID1
Endothelial_cells	NID2
Endothelial_cells	NKD1
Endothelial_cells	NKD2
Endothelial_cells	NLRC3
Endothelial_cells	NMI
Endothelial_cells	NOD1
Endothelial_cells	NODAL
Endothelial_cells	NOMO1
Endothelial_cells	NOS2
Endothelial_cells	NOS3
Endothelial_cells	NOSTRIN
Endothelial_cells	NOTCH3
Endothelial_cells	NOTCH4
Endothelial_cells	NOTUM
Endothelial_cells	NOTUMOS
Endothelial_cells	NOX4
Endothelial_cells	NPR1
Endothelial_cells	NREP
Endothelial_cells	NRP1
Endothelial_cells	NT5DC1
Endothelial_cells	NTS
Endothelial_cells	NXN
Endothelial_cells	NXPE2
Endothelial_cells	OASL2
Endothelial_cells	OCLN
Endothelial_cells	ODF3B
Endothelial_cells	OGN
Endothelial_cells	OLFR1372-PS1
Endothelial_cells	OR51E1
Endothelial_cells	OR51E2
Endothelial_cells	OSBPL9
Endothelial_cells	OSMR
Endothelial_cells	P2RY14
Endothelial_cells	PALD1
Endothelial_cells	PALM
Endothelial_cells	PALMD
Endothelial_cells	PAQR5
Endothelial_cells	PARP10
Endothelial_cells	PARP14
Endothelial_cells	PARP9
Endothelial_cells	PARVB
Endothelial_cells	PAWR
Endothelial_cells	PCDH1
Endothelial_cells	PCDH12
Endothelial_cells	PCDH18
Endothelial_cells	PCDH19
Endothelial_cells	PCNX1
Endothelial_cells	PCP4L1
Endothelial_cells	PDCD10
Endothelial_cells	PDCL3
Endothelial_cells	PDE2A
Endothelial_cells	PDE4C
Endothelial_cells	PDE5A
Endothelial_cells	PDE7B
Endothelial_cells	PDGFB
Endothelial_cells	PDGFD
Endothelial_cells	PDGFRB
Endothelial_cells	PDIA5
Endothelial_cells	PDLIM5
Endothelial_cells	PDLIM7
Endothelial_cells	PDZD2
Endothelial_cells	PEAR1
Endothelial_cells	PECAM1
Endothelial_cells	PGLYRP1
Endothelial_cells	PGM2
Endothelial_cells	PGM5
Endothelial_cells	PHACTR2
Endothelial_cells	PHF11
Endothelial_cells	PHLDB2
Endothelial_cells	PIEZO1
Endothelial_cells	PIK3R6
Endothelial_cells	PIM1
Endothelial_cells	PIP5K1B
Endothelial_cells	PIR
Endothelial_cells	PKN3
Endothelial_cells	PLA1A
Endothelial_cells	PLA2G2F
Endothelial_cells	PLAT
Endothelial_cells	PLAUR
Endothelial_cells	PLCB4
Endothelial_cells	PLEC
Endothelial_cells	PLEKHG1
Endothelial_cells	PLEKHG5
Endothelial_cells	PLIN2
Endothelial_cells	PLK2
Endothelial_cells	PLP2
Endothelial_cells	PLS3
Endothelial_cells	PLSCR4
Endothelial_cells	PLTP
Endothelial_cells	PLXNA2
Endothelial_cells	PLXND1
Endothelial_cells	PMAIP1
Endothelial_cells	PML
Endothelial_cells	PODXL
Endothelial_cells	POLK
Endothelial_cells	POMP
Endothelial_cells	PPAPDC2
Endothelial_cells	PPEF1
Endothelial_cells	PPFIBP1
Endothelial_cells	PPIC
Endothelial_cells	PPM1F
Endothelial_cells	PPM1J
Endothelial_cells	PPP1R13B
Endothelial_cells	PPP1R2
Endothelial_cells	PRCP
Endothelial_cells	PRELID2
Endothelial_cells	PREX2
Endothelial_cells	PRICKLE1
Endothelial_cells	PRKCH
Endothelial_cells	PRKD2
Endothelial_cells	PRND
Endothelial_cells	PROCR
Endothelial_cells	PROM1
Endothelial_cells	PROS1
Endothelial_cells	PROSER2
Endothelial_cells	PRR5L
Endothelial_cells	PRSS23
Endothelial_cells	PSMA8
Endothelial_cells	PSMB9
Endothelial_cells	PSORS1C2
Endothelial_cells	PTBP3
Endothelial_cells	PTGES
Endothelial_cells	PTGFRN
Endothelial_cells	PTGIS
Endothelial_cells	PTGS2
Endothelial_cells	PTH1R
Endothelial_cells	PTP4A3
Endothelial_cells	PTPN12
Endothelial_cells	PTPRB
Endothelial_cells	PTPRG
Endothelial_cells	PTPRK
Endothelial_cells	PTPRM
Endothelial_cells	PTPRR
Endothelial_cells	PTRF
Endothelial_cells	RAB11FIP1
Endothelial_cells	RAB29
Endothelial_cells	RAB42
Endothelial_cells	RAD51AP1
Endothelial_cells	RAD54B
Endothelial_cells	RAI14
Endothelial_cells	RALB
Endothelial_cells	RAMP2
Endothelial_cells	RAPGEF4
Endothelial_cells	RASD1
Endothelial_cells	RASGRP2
Endothelial_cells	RASGRP3
Endothelial_cells	RASIP1
Endothelial_cells	RASL12
Endothelial_cells	RASSF3
Endothelial_cells	RASSF9
Endothelial_cells	RBMS1
Endothelial_cells	RBMS2
Endothelial_cells	RBMS3
Endothelial_cells	RBP1
Endothelial_cells	RBPMS
Endothelial_cells	RCSD1
Endothelial_cells	RD3
Endothelial_cells	RECK
Endothelial_cells	RET
Endothelial_cells	RGCC
Endothelial_cells	RGS12
Endothelial_cells	RGS3
Endothelial_cells	RGS5
Endothelial_cells	RHBDF2
Endothelial_cells	RHOBTB1
Endothelial_cells	RHOC
Endothelial_cells	RHOD
Endothelial_cells	RHOJ
Endothelial_cells	RIPK1
Endothelial_cells	RIPPLY3
Endothelial_cells	RNF125
Endothelial_cells	RNF144B
Endothelial_cells	RNF185
Endothelial_cells	RNF19A
Endothelial_cells	RNF213
Endothelial_cells	ROBO4
Endothelial_cells	RP23-112A11.1
Endothelial_cells	RP23-162P5.1
Endothelial_cells	RP23-169H9.6
Endothelial_cells	RP23-239A13.1
Endothelial_cells	RP23-326O2.2
Endothelial_cells	RP23-334N1.1
Endothelial_cells	RP23-348H21.2
Endothelial_cells	RP23-38L11.1
Endothelial_cells	RP23-396K22.3
Endothelial_cells	RP23-465A17.7
Endothelial_cells	RP23-54L16.2
Endothelial_cells	RP24-176P19.3
Endothelial_cells	RP24-223N5.1
Endothelial_cells	RP24-230J14.2
Endothelial_cells	RP24-370B22.3
Endothelial_cells	RP24-448C16.7
Endothelial_cells	RP24-535M14.2
Endothelial_cells	RP24-93M7.2
Endothelial_cells	RPH3AL
Endothelial_cells	RPL30-PS2
Endothelial_cells	RPL38
Endothelial_cells	RPL38-PS2
Endothelial_cells	RPL3-PS1
Endothelial_cells	RPS13-PS1
Endothelial_cells	RPS2-PS10
Endothelial_cells	RPS6KA2
Endothelial_cells	RRAS
Endothelial_cells	RRAS2
Endothelial_cells	RSU1
Endothelial_cells	RTP3
Endothelial_cells	RTP4
Endothelial_cells	RYBP
Endothelial_cells	S100A11
Endothelial_cells	S100A13
Endothelial_cells	S1PR1
Endothelial_cells	S1PR3
Endothelial_cells	SAMD9L
Endothelial_cells	SAV1
Endothelial_cells	SCARB1
Endothelial_cells	SCARF1
Endothelial_cells	SCGB3A1
Endothelial_cells	SDCBP2
Endothelial_cells	SDPR
Endothelial_cells	SEBOX
Endothelial_cells	SEC24D
Endothelial_cells	SEC63
Endothelial_cells	SECTM1
Endothelial_cells	SELE
Endothelial_cells	SELP
Endothelial_cells	SEMA3C
Endothelial_cells	SEMA3G
Endothelial_cells	SEMA7A
Endothelial_cells	SEPP1
Endothelial_cells	SEPT10
Endothelial_cells	SERPINA1B
Endothelial_cells	SERPINA3H
Endothelial_cells	SERPINB6
Endothelial_cells	SERPINB9
Endothelial_cells	SERPINH1
Endothelial_cells	SERTAD1
Endothelial_cells	SGMS1
Endothelial_cells	SGMS2
Endothelial_cells	SGPP2
Endothelial_cells	SH2B3
Endothelial_cells	SH2D3C
Endothelial_cells	SH3BGRL
Endothelial_cells	SH3BP4
Endothelial_cells	SH3BP5
Endothelial_cells	SH3TC1
Endothelial_cells	SHANK3
Endothelial_cells	SHE
Endothelial_cells	SHFM1
Endothelial_cells	SHROOM1
Endothelial_cells	SHROOM4
Endothelial_cells	SIGIRR
Endothelial_cells	SIK1
Endothelial_cells	SIPA1L2
Endothelial_cells	SLC16A1
Endothelial_cells	SLC16A11
Endothelial_cells	SLC16A12
Endothelial_cells	SLC16A2
Endothelial_cells	SLC16A4
Endothelial_cells	SLC16A9
Endothelial_cells	SLC19A3
Endothelial_cells	SLC1A1
Endothelial_cells	SLC22A8
Endothelial_cells	SLC25A24
Endothelial_cells	SLC2A1
Endothelial_cells	SLC30A1
Endothelial_cells	SLC31A1
Endothelial_cells	SLC35F2
Endothelial_cells	SLC38A11
Endothelial_cells	SLC38A3
Endothelial_cells	SLC38A5
Endothelial_cells	SLC39A10
Endothelial_cells	SLC39A8
Endothelial_cells	SLC3A2
Endothelial_cells	SLC40A1
Endothelial_cells	SLC43A3
Endothelial_cells	SLC46A3
Endothelial_cells	SLC52A3
Endothelial_cells	SLC6A20
Endothelial_cells	SLC6A6
Endothelial_cells	SLC7A1
Endothelial_cells	SLC7A3
Endothelial_cells	SLC7A5
Endothelial_cells	SLC9A3R2
Endothelial_cells	SLCO1A2
Endothelial_cells	SLCO1C1
Endothelial_cells	SLCO2A1
Endothelial_cells	SLCO2B1
Endothelial_cells	SLFN5
Endothelial_cells	SMAD6
Endothelial_cells	SMAGP
Endothelial_cells	SMARCE1
Endothelial_cells	SMCO4
Endothelial_cells	SMOC2
Endothelial_cells	SMPDL3A
Endothelial_cells	SMTN
Endothelial_cells	SNAI2
Endothelial_cells	SNHG18
Endothelial_cells	SNORD35B
Endothelial_cells	SNRK
Endothelial_cells	SNRPE
Endothelial_cells	SNRPG
Endothelial_cells	SOCS2
Endothelial_cells	SOD3
Endothelial_cells	SORBS2
Endothelial_cells	SORBS3
Endothelial_cells	SOX13
Endothelial_cells	SOX17
Endothelial_cells	SOX18
Endothelial_cells	SOX7
Endothelial_cells	SP1
Endothelial_cells	SP100
Endothelial_cells	SPARC
Endothelial_cells	SPARCL1
Endothelial_cells	SPATA25
Endothelial_cells	SPATA6
Endothelial_cells	SPECC1L
Endothelial_cells	SPOCK2
Endothelial_cells	SPON2
Endothelial_cells	SPTAN1
Endothelial_cells	SPTBN1
Endothelial_cells	SQRDL
Endothelial_cells	SRGN
Endothelial_cells	SRMS
Endothelial_cells	SRPRA
Endothelial_cells	ST3GAL1
Endothelial_cells	ST3GAL6
Endothelial_cells	ST6GALNAC2
Endothelial_cells	ST6GALNAC3
Endothelial_cells	ST8SIA4
Endothelial_cells	ST8SIA6
Endothelial_cells	STAB1
Endothelial_cells	STAP2
Endothelial_cells	STARD13
Endothelial_cells	STARD4
Endothelial_cells	STARD6
Endothelial_cells	STARD8
Endothelial_cells	STC1
Endothelial_cells	STEAP4
Endothelial_cells	STK3
Endothelial_cells	STOM
Endothelial_cells	STRA6
Endothelial_cells	SUGT1
Endothelial_cells	SWAP70
Endothelial_cells	SYDE1
Endothelial_cells	SYNE2
Endothelial_cells	SYNM
Endothelial_cells	SYNPO2
Endothelial_cells	SYT15
Endothelial_cells	SYTL4
Endothelial_cells	T
Endothelial_cells	TACR3
Endothelial_cells	TAGLN
Endothelial_cells	TAGLN2
Endothelial_cells	TAL1
Endothelial_cells	TANC1
Endothelial_cells	TAX1BP3
Endothelial_cells	TBC1D1
Endothelial_cells	TBC1D2
Endothelial_cells	TBC1D4
Endothelial_cells	TBC1D8B
Endothelial_cells	TBX1
Endothelial_cells	TBX2
Endothelial_cells	TBX3
Endothelial_cells	TBX3OS1
Endothelial_cells	TBX4
Endothelial_cells	TBXA2R
Endothelial_cells	TCAF2
Endothelial_cells	TCEA3
Endothelial_cells	TCF7
Endothelial_cells	TDRP
Endothelial_cells	TEAD1
Endothelial_cells	TEAD4
Endothelial_cells	TEC
Endothelial_cells	TECRL
Endothelial_cells	TEK
Endothelial_cells	TERF1
Endothelial_cells	TES
Endothelial_cells	TFPI
Endothelial_cells	TFPI2
Endothelial_cells	TFRC
Endothelial_cells	TGFB1I1
Endothelial_cells	TGFB2
Endothelial_cells	TGFBR2
Endothelial_cells	TGFBR3
Endothelial_cells	TGIF1
Endothelial_cells	TGM2
Endothelial_cells	TGTP1
Endothelial_cells	TGTP2
Endothelial_cells	THBD
Endothelial_cells	THSD1
Endothelial_cells	TIAM1
Endothelial_cells	TIE1
Endothelial_cells	TIMP1
Endothelial_cells	TIMP3
Endothelial_cells	TINAGL1
Endothelial_cells	TJP1
Endothelial_cells	TM4SF1
Endothelial_cells	TM6SF1
Endothelial_cells	TMEM123
Endothelial_cells	TMEM140
Endothelial_cells	TMEM154
Endothelial_cells	TMEM182
Endothelial_cells	TMEM204
Endothelial_cells	TMEM252
Endothelial_cells	TMEM256-PLSCR3
Endothelial_cells	TMEM44
Endothelial_cells	TMEM88
Endothelial_cells	TMEM98
Endothelial_cells	TMIGD1
Endothelial_cells	TMOD3
Endothelial_cells	TMSB10
Endothelial_cells	TMSB4Y
Endothelial_cells	TMTC1
Endothelial_cells	TNFAIP1
Endothelial_cells	TNFAIP8L1
Endothelial_cells	TNFRSF10B
Endothelial_cells	TNFRSF19
Endothelial_cells	TNFSF10
Endothelial_cells	TNK1
Endothelial_cells	TNS1
Endothelial_cells	TNS2
Endothelial_cells	TPD52L1
Endothelial_cells	TPK1
Endothelial_cells	TPM3-RS7
Endothelial_cells	TPM4
Endothelial_cells	TRAM2
Endothelial_cells	TRAV23DV6
Endothelial_cells	TRIM16L
Endothelial_cells	TRIM25
Endothelial_cells	TRIM34
Endothelial_cells	TRIM56
Endothelial_cells	TRIM6
Endothelial_cells	TRMT10A
Endothelial_cells	TRPM6
Endothelial_cells	TSC22D1
Endothelial_cells	TSHZ2
Endothelial_cells	TSPAN12
Endothelial_cells	TSPAN13
Endothelial_cells	TSPAN18
Endothelial_cells	TSPAN4
Endothelial_cells	TSPAN6
Endothelial_cells	TSPO
Endothelial_cells	TTC32
Endothelial_cells	TTN
Endothelial_cells	TTYH2
Endothelial_cells	TUBA1C
Endothelial_cells	TXN
Endothelial_cells	UACA
Endothelial_cells	UBE2L6
Endothelial_cells	UCP2
Endothelial_cells	UNC45B
Endothelial_cells	USHBP1
Endothelial_cells	USP18
Endothelial_cells	USP43
Endothelial_cells	USP53
Endothelial_cells	UTRN
Endothelial_cells	VEGFC
Endothelial_cells	VIL1
Endothelial_cells	VIM
Endothelial_cells	VSIG2
Endothelial_cells	VSTM4
Endothelial_cells	VTN
Endothelial_cells	VWA1
Endothelial_cells	VWF
Endothelial_cells	WAPAL
Endothelial_cells	WBSCR27
Endothelial_cells	WFDC1
Endothelial_cells	WNT5B
Endothelial_cells	WWTR1
Endothelial_cells	XAF1
Endothelial_cells	XDH
Endothelial_cells	XIAP
Endothelial_cells	YAP1
Endothelial_cells	YBX3
Endothelial_cells	ZAK
Endothelial_cells	ZAP70
Endothelial_cells	ZBTB10
Endothelial_cells	ZBTB46
Endothelial_cells	ZC3HAV1
Endothelial_cells	ZCCHC10
Endothelial_cells	ZFP36
Endothelial_cells	ZFP52
Endothelial_cells	ZFP808
Endothelial_cells	ZFP820
Endothelial_cells	ZIC2
Endothelial_cells	ZIC3
Endothelial_cells	ZIC5
Endothelial_cells	ZNF101
Endothelial_cells	ZNF326
Endothelial_cells	ZNF362
Endothelial_cells	ZNF366
Endothelial_cells	ZNF41-PS
Endothelial_cells	ZNF503
Endothelial_cells	ZNF597
Endothelial_cells	ZNF7
Endothelial_cells	ZNF764
Microglia	0610039K10RIK
Microglia	1200014J11RIK
Microglia	1600010M07RIK
Microglia	2010013B24RIK
Microglia	2610203C22RIK
Microglia	3110080O07RIK
Microglia	4632428N05RIK
Microglia	4833407H14RIK
Microglia	4833418N02RIK
Microglia	4833445I07RIK
Microglia	4930568A12RIK
Microglia	4930594C11RIK
Microglia	4933403L11RIK
Microglia	4933406I18RIK
Microglia	5730435O14RIK
Microglia	5830432E09RIK
Microglia	5830444B04RIK
Microglia	6430573P05RIK
Microglia	8030442B05RIK
Microglia	A130071D04RIK
Microglia	A430093F15RIK
Microglia	A630001G21RIK
Microglia	A630033H20RIK
Microglia	A830008E24RIK
Microglia	ABCA9
Microglia	ABCB4
Microglia	ABCC3
Microglia	ABCD1
Microglia	ABHD15
Microglia	ABI3
Microglia	ACADS
Microglia	ACER3
Microglia	ACOX3
Microglia	ACP5
Microglia	ACTB
Microglia	ADAM3
Microglia	ADAM33
Microglia	ADAMTS1
Microglia	ADAMTS16
Microglia	ADAP2
Microglia	ADAP2OS
Microglia	ADCY7
Microglia	ADGRE1
Microglia	ADGRE4
Microglia	ADGRG1
Microglia	ADGRG5
Microglia	ADORA3
Microglia	ADRB2
Microglia	AF251705
Microglia	AFP
Microglia	AGMO
Microglia	AGPAT2
Microglia	AI607873
Microglia	AI662270
Microglia	AIF1
Microglia	AIM2
Microglia	AKAP13
Microglia	AKNA
Microglia	AKR1B10
Microglia	ALDH16A1
Microglia	ALDH3B1
Microglia	ALOX5
Microglia	ALOX5AP
Microglia	AMZ1
Microglia	ANAPC15
Microglia	ANG
Microglia	ANGPTL7
Microglia	ANKRD44
Microglia	ANO7
Microglia	ANXA3
Microglia	AOAH
Microglia	AP1B1
Microglia	APBB1IP
Microglia	APOBEC1
Microglia	APOBEC2
Microglia	APOBEC3H
Microglia	ARAP1
Microglia	ARAP3
Microglia	ARHGAP17
Microglia	ARHGAP22
Microglia	ARHGAP25
Microglia	ARHGAP27
Microglia	ARHGAP30
Microglia	ARHGAP4
Microglia	ARHGAP45
Microglia	ARHGAP9
Microglia	ARHGDIB
Microglia	ARHGEF6
Microglia	ARID3A
Microglia	ARL11
Microglia	ARL4C
Microglia	ARL5C
Microglia	ARMC7
Microglia	ARPC1B
Microglia	ARPC4
Microglia	ARRB2
Microglia	ARRDC1
Microglia	ASB10
Microglia	ASB2
Microglia	ASGR2
Microglia	ASPH
Microglia	ATF3
Microglia	ATP8A2
Microglia	AU020206
Microglia	B2M
Microglia	B430306N03RIK
Microglia	B4GALT1
Microglia	B4GALT5
Microglia	B930036N10RIK
Microglia	BACH1
Microglia	BANK1
Microglia	BASP1
Microglia	BATF
Microglia	BATF3
Microglia	BC035044
Microglia	BC106179
Microglia	BCL2A1
Microglia	BCL2L11
Microglia	BCL3
Microglia	BCO2
Microglia	BHLHE41
Microglia	BID
Microglia	BIN1
Microglia	BIN2
Microglia	BIRC3
Microglia	BLNK
Microglia	BMF
Microglia	BMP2K
Microglia	BST2
Microglia	BTBD19
Microglia	BTG1
Microglia	BTG2
Microglia	BTK
Microglia	C030013C21RIK
Microglia	C10ORF128
Microglia	C10ORF99
Microglia	C11ORF96
Microglia	C130050O18RIK
Microglia	C14ORF159
Microglia	C15ORF39
Microglia	C16ORF54
Microglia	C17ORF62
Microglia	C17ORF99
Microglia	C19ORF12
Microglia	C19ORF71
Microglia	C1ORF111
Microglia	C1ORF127
Microglia	C1ORF162
Microglia	C1QA
Microglia	C1QB
Microglia	C1QC
Microglia	C1RL
Microglia	C20ORF144
Microglia	C3
Microglia	C3AR1
Microglia	C4ORF19
Microglia	C5AR1
Microglia	C5AR2
Microglia	C7ORF43
Microglia	C9ORF64
Microglia	CABLES1
Microglia	CAMK1
Microglia	CAMP
Microglia	CAPG
Microglia	CAPN3
Microglia	CAPZB
Microglia	CARD6
Microglia	CARD9
Microglia	CASC3
Microglia	CASP1
Microglia	CASP5
Microglia	CASP8
Microglia	CASS4
Microglia	CBL
Microglia	CBR2
Microglia	CCDC162
Microglia	CCDC86
Microglia	CCDC88B
Microglia	CCL12
Microglia	CCL15-CCL14
Microglia	CCL2
Microglia	CCL22
Microglia	CCL24
Microglia	CCL3
Microglia	CCL4
Microglia	CCL7
Microglia	CCR1
Microglia	CCR2
Microglia	CCR6
Microglia	CCR7
Microglia	CCRL2
Microglia	CD14
Microglia	CD163
Microglia	CD164
Microglia	CD180
Microglia	CD1D
Microglia	CD209
Microglia	CD209F
Microglia	CD209G
Microglia	CD22
Microglia	CD300A
Microglia	CD300LB
Microglia	CD300LD
Microglia	CD300LF
Microglia	CD36
Microglia	CD37
Microglia	CD4
Microglia	CD48
Microglia	CD5
Microglia	CD52
Microglia	CD53
Microglia	CD68
Microglia	CD72
Microglia	CD74
Microglia	CD79B
Microglia	CD80
Microglia	CD82
Microglia	CD83
Microglia	CD84
Microglia	CD86
Microglia	CDH23
Microglia	CDK5R1
Microglia	CDK6
Microglia	CDS1
Microglia	CDT1
Microglia	CEACAM1
Microglia	CEBPA
Microglia	CEBPB
Microglia	CERK
Microglia	CFAP45
Microglia	CFAP74
Microglia	CFH
Microglia	CFLAR
Microglia	CH25H
Microglia	CHST12
Microglia	CLEC10A
Microglia	CLEC12A
Microglia	CLEC4A
Microglia	CLEC4M
Microglia	CLEC5A
Microglia	CLEC6A
Microglia	CLIC1
Microglia	CLN5
Microglia	CLN8
Microglia	CLTA
Microglia	CMKLR1
Microglia	CMTM3
Microglia	CMTM6
Microglia	CMTM7
Microglia	CNDP2
Microglia	CNPY3
Microglia	COL15A1
Microglia	COL27A1
Microglia	COL6A3
Microglia	COMMD8
Microglia	COMP
Microglia	COMTD1
Microglia	CORO1A
Microglia	COTL1
Microglia	CPN1
Microglia	CRADD
Microglia	CREG1
Microglia	CRYBA4
Microglia	CRYBB1
Microglia	CRYL1
Microglia	CSF1R
Microglia	CSF2RB
Microglia	CSF3R
Microglia	CSK
Microglia	CST3
Microglia	CST7
Microglia	CTC1
Microglia	CTSA
Microglia	CTSB
Microglia	CTSC
Microglia	CTSD
Microglia	CTSE
Microglia	CTSH
Microglia	CTSS
Microglia	CTSZ
Microglia	CTTNBP2NL
Microglia	CX3CR1
Microglia	CXCL10
Microglia	CXCL16
Microglia	CXCL3
Microglia	CXCR3
Microglia	CXCR5
Microglia	CXORF21
Microglia	CYB561A3
Microglia	CYB561D1
Microglia	CYBA
Microglia	CYBB
Microglia	CYFIP1
Microglia	CYP27A1
Microglia	CYP4V2
Microglia	CYSLTR1
Microglia	CYTH4
Microglia	CYTIP
Microglia	D030028A08RIK
Microglia	DAB2
Microglia	DAGLB
Microglia	DAPP1
Microglia	DCXR
Microglia	DENND1C
Microglia	DENND2C
Microglia	DENND4A
Microglia	DEPDC7
Microglia	DET1
Microglia	DGKD
Microglia	DHRS3
Microglia	DHX58
Microglia	DNAJB13
Microglia	DNASE1L3
Microglia	DNASE2
Microglia	DOCK2
Microglia	DOCK8
Microglia	DOK1
Microglia	DOK2
Microglia	DOK3
Microglia	DQX1
Microglia	DSE
Microglia	DTX4
Microglia	DUOXA1
Microglia	DUSP1
Microglia	DUSP2
Microglia	DUSP27
Microglia	DVL2
Microglia	DYRK4
Microglia	E130317F20RIK
Microglia	E230013L22RIK
Microglia	EBF3
Microglia	EBI3
Microglia	ECSCR
Microglia	EDEM1
Microglia	EDEM2
Microglia	EEF2K
Microglia	EFHD2
Microglia	EGR1
Microglia	EGR2
Microglia	EGR3
Microglia	EHBP1L1
Microglia	EHD4
Microglia	ELF4
Microglia	ELK3
Microglia	ELMO1
Microglia	ELMSAN1
Microglia	EMP3
Microglia	ENGASE
Microglia	ENO3
Microglia	ENTPD1
Microglia	EPB4.1L2
Microglia	EPHA2
Microglia	EPSTI1
Microglia	ERMAP
Microglia	ERP29
Microglia	ETS1
Microglia	ETV3
Microglia	EVA1A
Microglia	EVI2A
Microglia	EVL
Microglia	F11R
Microglia	F13A1
Microglia	F9
Microglia	FAM102B
Microglia	FAM105A
Microglia	FAM110A
Microglia	FAM167B
Microglia	FAM212A
Microglia	FAM26F
Microglia	FAM46A
Microglia	FAM46C
Microglia	FAM72A
Microglia	FAM83G
Microglia	FBLIM1
Microglia	FBRS
Microglia	FCER1G
Microglia	FCGR1A
Microglia	FCGR2A
Microglia	FCGR2B
Microglia	FCGR3A
Microglia	FCGRT
Microglia	FCNA
Microglia	FCRL1
Microglia	FCRLS
Microglia	FERMT3
Microglia	FES
Microglia	FEZ2
Microglia	FGD2
Microglia	FGD3
Microglia	FGL2
Microglia	FGR
Microglia	FHL3
Microglia	FHOD1
Microglia	FILIP1L
Microglia	FKBP5
Microglia	FLI1
Microglia	FMNL1
Microglia	FMNL3
Microglia	FNDC7
Microglia	FOLR2
Microglia	FPR1
Microglia	FRMD4B
Microglia	FRRS1
Microglia	FSCN1
Microglia	FTL1
Microglia	FYB
Microglia	G430095P16RIK
Microglia	G530011O06RIK
Microglia	G630030J09RIK
Microglia	GALM
Microglia	GALNT10
Microglia	GALNT12
Microglia	GAS6
Microglia	GBGT1
Microglia	GCN1
Microglia	GCNT1
Microglia	GDF15
Microglia	GEM
Microglia	GGT5
Microglia	GGTA1
Microglia	GIMAP6
Microglia	GLIPR1
Microglia	GLRP1
Microglia	GM10116
Microglia	GM10134
Microglia	GM10138
Microglia	GM10369
Microglia	GM10382
Microglia	GM10728
Microglia	GM11464
Microglia	GM12247
Microglia	GM12304
Microglia	GM13250
Microglia	GM13291
Microglia	GM13479
Microglia	GM13710
Microglia	GM14023
Microglia	GM14963
Microglia	GM15232
Microglia	GM15503
Microglia	GM15523
Microglia	GM15707
Microglia	GM15850
Microglia	GM15880
Microglia	GM15890
Microglia	GM15928
Microglia	GM16174
